date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:26:43	359/359	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Jan%202018%2007:26:43%20GMT	http://www.dispertapa-kotabandung.com/js/fancybox/js/fancybox/fancy_shadow_n.png	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/js/fancybox/js/fancybox/fancy_shadow_n.png	(from http://www.dispertapa-kotabandung.com/js/fancybox/jquery.fancybox-1.3.2.css)
14:26:44	360/360	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Jan%202018%2007:26:44%20GMT	http://www.dispertapa-kotabandung.com/js/fancybox/js/fancybox/fancy_shadow_ne.png	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/js/fancybox/js/fancybox/fancy_shadow_ne.png	(from http://www.dispertapa-kotabandung.com/js/fancybox/jquery.fancybox-1.3.2.css)
14:26:44	359/359	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Jan%202018%2007:26:44%20GMT	http://www.dispertapa-kotabandung.com/js/fancybox/js/fancybox/fancy_shadow_e.png	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/js/fancybox/js/fancybox/fancy_shadow_e.png	(from http://www.dispertapa-kotabandung.com/js/fancybox/jquery.fancybox-1.3.2.css)
14:26:44	360/360	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Jan%202018%2007:26:44%20GMT	http://www.dispertapa-kotabandung.com/js/fancybox/js/fancybox/fancy_shadow_se.png	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/js/fancybox/js/fancybox/fancy_shadow_se.png	(from http://www.dispertapa-kotabandung.com/js/fancybox/jquery.fancybox-1.3.2.css)
14:26:44	359/359	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Jan%202018%2007:26:44%20GMT	http://www.dispertapa-kotabandung.com/js/fancybox/js/fancybox/fancy_shadow_s.png	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/js/fancybox/js/fancybox/fancy_shadow_s.png	(from http://www.dispertapa-kotabandung.com/js/fancybox/jquery.fancybox-1.3.2.css)
14:26:44	360/360	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Jan%202018%2007:26:44%20GMT	http://www.dispertapa-kotabandung.com/js/fancybox/js/fancybox/fancy_shadow_sw.png	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/js/fancybox/js/fancybox/fancy_shadow_sw.png	(from http://www.dispertapa-kotabandung.com/js/fancybox/jquery.fancybox-1.3.2.css)
14:26:45	359/359	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Jan%202018%2007:26:45%20GMT	http://www.dispertapa-kotabandung.com/js/fancybox/js/fancybox/fancy_shadow_w.png	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/js/fancybox/js/fancybox/fancy_shadow_w.png	(from http://www.dispertapa-kotabandung.com/js/fancybox/jquery.fancybox-1.3.2.css)
14:26:45	360/360	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Jan%202018%2007:26:45%20GMT	http://www.dispertapa-kotabandung.com/js/fancybox/js/fancybox/fancy_shadow_nw.png	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/js/fancybox/js/fancybox/fancy_shadow_nw.png	(from http://www.dispertapa-kotabandung.com/js/fancybox/jquery.fancybox-1.3.2.css)
14:26:47	7543/7543	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Jul%202015%2015:47:02%20GMT	http://www.dispertapa-kotabandung.com/includes/jquery.cycle.lite.js?75836658afc9d7854a4061773b3f7bcc	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/includes/jquery.cycle.lite52a2.js	(from http://www.dispertapa-kotabandung.com/index.php?page=Home&modul=Home&lang=ind)
14:27:19	208692/208692	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Jul%202015%2015:47:02%20GMT	http://www.dispertapa-kotabandung.com/includes/jquery-ui-1.8.13.custom.min.js?1e328823e4d2725d08ed09aaf4e3ad3d	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/includes/jquery-ui-1.8.13.custom.minbf7f.js	(from http://www.dispertapa-kotabandung.com/index.php?page=Home&modul=Home&lang=ind)
14:27:20	7543/7543	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Jul%202015%2015:47:02%20GMT	http://www.dispertapa-kotabandung.com/includes/jquery.cycle.lite.js?f32a739ac058ab7c94df5cb45b01174c	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/includes/jquery.cycle.lite6a04.js	(from http://www.dispertapa-kotabandung.com/index.php?page=Content&modul=Sejarah&lang=ind)
14:27:21	208692/208692	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Jul%202015%2015:47:02%20GMT	http://www.dispertapa-kotabandung.com/includes/jquery-ui-1.8.13.custom.min.js?38283e2e89eb52786e968ddbd9a9c49b	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/includes/jquery-ui-1.8.13.custom.minaa5c.js	(from http://www.dispertapa-kotabandung.com/index.php?page=Content&modul=Sejarah&lang=ind)
14:27:22	236202/236202	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Jul%202015%2015:46:56%20GMT	http://www.dispertapa-kotabandung.com/includes/jquery-1.6.2.js?c516a630c9d92eb22109fc492c7507cf	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/includes/jquery-1.6.2a65d.js	(from http://www.dispertapa-kotabandung.com/index.php?page=Home&modul=Home&lang=ind)
14:27:23	236202/236202	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Jul%202015%2015:46:56%20GMT	http://www.dispertapa-kotabandung.com/includes/jquery-1.6.2.js?96cf78fd913e3f706acdbcfc6ecf1ffb	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/includes/jquery-1.6.21523.js	(from http://www.dispertapa-kotabandung.com/index.php?page=Content&modul=Sejarah&lang=ind)
14:28:00	312012/312012	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Jul%202015%2015:53:38%20GMT	http://www.dispertapa-kotabandung.com/images/slide2.png	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/images/slide2.png	(from http://www.dispertapa-kotabandung.com/index.php?page=Content&modul=Sejarah&lang=ind)
14:28:12	283596/283596	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Jul%202015%2015:53:32%20GMT	http://www.dispertapa-kotabandung.com/images/slide2-3.png	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/images/slide2-3.png	(from http://www.dispertapa-kotabandung.com/index.php?page=Content&modul=Sejarah&lang=ind)
14:28:19	338468/338468	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Jul%202015%2015:53:11%20GMT	http://www.dispertapa-kotabandung.com/images/slide2-1.png	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/images/slide2-1.png	(from http://www.dispertapa-kotabandung.com/index.php?page=Content&modul=Sejarah&lang=ind)
14:28:21	7543/7543	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Jul%202015%2015:47:02%20GMT	http://www.dispertapa-kotabandung.com/includes/jquery.cycle.lite.js?61db9b60a6f2c0bbdb5aab80cb54c45d	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/includes/jquery.cycle.litef56a.js	(from http://www.dispertapa-kotabandung.com/index.php?page=Content&modul=Visi%20Misi&lang=ind)
14:28:23	352511/352511	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Jul%202015%2015:53:25%20GMT	http://www.dispertapa-kotabandung.com/images/slide2-2.png	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/images/slide2-2.png	(from http://www.dispertapa-kotabandung.com/index.php?page=Content&modul=Sejarah&lang=ind)
14:28:38	236202/236202	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Jul%202015%2015:46:56%20GMT	http://www.dispertapa-kotabandung.com/includes/jquery-1.6.2.js?04fe315b82177fa0a77bf8b3ca08e337	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/includes/jquery-1.6.2b9a3.js	(from http://www.dispertapa-kotabandung.com/index.php?page=Content&modul=Visi%20Misi&lang=ind)
14:28:39	7543/7543	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Jul%202015%2015:47:02%20GMT	http://www.dispertapa-kotabandung.com/includes/jquery.cycle.lite.js?f5b4f4293b2d80b998c59bb8bd2a357e	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/includes/jquery.cycle.lite5bff.js	(from http://www.dispertapa-kotabandung.com/index.php?page=Content&modul=Struktur%20Organisasi&lang=ind)
14:28:46	208692/208692	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Jul%202015%2015:47:02%20GMT	http://www.dispertapa-kotabandung.com/includes/jquery-ui-1.8.13.custom.min.js?4e307f0244d08b9395e6bd66e4ac9f9d	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/includes/jquery-ui-1.8.13.custom.mind92a.js	(from http://www.dispertapa-kotabandung.com/index.php?page=Content&modul=Visi%20Misi&lang=ind)
14:28:57	208692/208692	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Jul%202015%2015:47:02%20GMT	http://www.dispertapa-kotabandung.com/includes/jquery-ui-1.8.13.custom.min.js?b717310ac85c08e4de211d9e5f5efa41	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/includes/jquery-ui-1.8.13.custom.min7ab2.js	(from http://www.dispertapa-kotabandung.com/index.php?page=Content&modul=Struktur%20Organisasi&lang=ind)
14:28:58	7543/7543	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Jul%202015%2015:47:02%20GMT	http://www.dispertapa-kotabandung.com/includes/jquery.cycle.lite.js?27ecd9b2fca8ae5b8fa6314532f0b8b6	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/includes/jquery.cycle.lite9acf.js	(from http://www.dispertapa-kotabandung.com/index.php?page=Content&modul=Tupoksi&lang=ind)
14:28:59	236202/236202	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Jul%202015%2015:46:56%20GMT	http://www.dispertapa-kotabandung.com/includes/jquery-1.6.2.js?37f70e3ccbc537dacbc26343d3d65a2d	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/includes/jquery-1.6.2b5a2.js	(from http://www.dispertapa-kotabandung.com/index.php?page=Content&modul=Struktur%20Organisasi&lang=ind)
14:29:17	236202/236202	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Jul%202015%2015:46:56%20GMT	http://www.dispertapa-kotabandung.com/includes/jquery-1.6.2.js?4bb1763322d3a5c405169efbcd471f0d	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/includes/jquery-1.6.2a1f6.js	(from http://www.dispertapa-kotabandung.com/index.php?page=Content&modul=Tupoksi&lang=ind)
14:29:19	7543/7543	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Jul%202015%2015:47:02%20GMT	http://www.dispertapa-kotabandung.com/includes/jquery.cycle.lite.js?385fb9201c620b0609491bded962af6d	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/includes/jquery.cycle.lite3ac2.js	(from http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind)
14:29:20	208692/208692	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Jul%202015%2015:47:02%20GMT	http://www.dispertapa-kotabandung.com/includes/jquery-ui-1.8.13.custom.min.js?a89ca9ed1cc3ecd31d887b085a8af44e	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/includes/jquery-ui-1.8.13.custom.minac0b.js	(from http://www.dispertapa-kotabandung.com/index.php?page=Content&modul=Tupoksi&lang=ind)
14:29:21	47026/47026	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202018%2007:29:20%20GMT	http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind&id=91	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/index6168.html	(from http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind)
14:29:23	28119/28119	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Jan%202018%2004:08:08%20GMT	http://www.dispertapa-kotabandung.com/images/berita/180102112127-puluhan-pasar-tradisional-dan-retail-di-kota-bandung-miliki-mini-labolatorium.jpg	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/images/berita/180102112127-puluhan-pasar-tradisional-dan-retail-di-kota-bandung-miliki-mini-labolatorium.jpg	(from http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind)
14:29:25	47477/47477	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202018%2007:29:23%20GMT	http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind&id=92	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/index984e.html	(from http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind)
14:29:32	40785/40785	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Jan%202018%2003:58:33%20GMT	http://www.dispertapa-kotabandung.com/images/berita/70c1ca3d-a131-4252-a44b-8eb2eaff9e9a_169.jpg	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/images/berita/70c1ca3d-a131-4252-a44b-8eb2eaff9e9a_169.jpg	(from http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind)
14:29:33	208692/208692	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Jul%202015%2015:47:02%20GMT	http://www.dispertapa-kotabandung.com/includes/jquery-ui-1.8.13.custom.min.js?26ad3e09b6f129c1dcf3a13c8febb15f	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/includes/jquery-ui-1.8.13.custom.minc282.js	(from http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind)
14:29:33	74866/74866	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Jan%202018%2005:34:24%20GMT	http://www.dispertapa-kotabandung.com/images/berita/kartu%20tani.jpg	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/images/berita/kartu%20tani.jpg	(from http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind)
14:29:34	236202/236202	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Jul%202015%2015:46:56%20GMT	http://www.dispertapa-kotabandung.com/includes/jquery-1.6.2.js?aa66255ff429e0a7a911a7a045b73937	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/includes/jquery-1.6.2a833.js	(from http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind)
14:29:38	47462/47462	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202018%2007:29:35%20GMT	http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind&id=90	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/indexe776.html	(from http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind)
14:29:39	47598/47598	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202018%2007:29:36%20GMT	http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind&id=89	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/index8ae6.html	(from http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind)
14:29:41	46361/46361	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202018%2007:29:39%20GMT	http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind&id=85	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/index1f80.html	(from http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind)
14:29:42	16188/16188	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202018%2007:29:39%20GMT	http://www.dispertapa-kotabandung.com/index.php?page=Berita&start=1&all=70&modul=Berita&lang=ind	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/index5c89.html	(from http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind)
14:29:43	16152/16152	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202018%2007:29:42%20GMT	http://www.dispertapa-kotabandung.com/index.php?page=Berita&start=2&all=70&modul=Berita&lang=ind	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/index2d7b.html	(from http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind)
14:29:44	16038/16038	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202018%2007:29:42%20GMT	http://www.dispertapa-kotabandung.com/index.php?page=Berita&start=3&all=70&modul=Berita&lang=ind	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/indexa4b1.html	(from http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind)
14:29:45	16723/16723	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202018%2007:29:44%20GMT	http://www.dispertapa-kotabandung.com/index.php?page=Berita&start=4&all=70&modul=Berita&lang=ind	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/index6443.html	(from http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind)
14:29:45	16074/16074	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202018%2007:29:44%20GMT	http://www.dispertapa-kotabandung.com/index.php?page=Berita&start=5&all=70&modul=Berita&lang=ind	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/index6280.html	(from http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind)
14:29:46	16274/16274	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202018%2007:29:45%20GMT	http://www.dispertapa-kotabandung.com/index.php?page=Berita&start=6&all=70&modul=Berita&lang=ind	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/index7f36.html	(from http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind)
14:29:47	16236/16236	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202018%2007:29:46%20GMT	http://www.dispertapa-kotabandung.com/index.php?page=Berita&start=7&all=70&modul=Berita&lang=ind	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/indexb5fb.html	(from http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind)
14:29:48	38176/38176	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Dec%202017%2009:02:39%20GMT	http://www.dispertapa-kotabandung.com/images/berita/171206141421-miliki-mobil-mini-lab-kini-dispangtan-kota-bandung-bisa-tes-halal-di-pasar.jpg	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/images/berita/171206141421-miliki-mobil-mini-lab-kini-dispangtan-kota-bandung-bisa-tes-halal-di-pasar.jpg	(from http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind)
14:29:48	16228/16228	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202018%2007:29:46%20GMT	http://www.dispertapa-kotabandung.com/index.php?page=Berita&start=8&all=70&modul=Berita&lang=ind	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/indexa434.html	(from http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind)
14:29:49	16152/16152	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202018%2007:29:48%20GMT	http://www.dispertapa-kotabandung.com/index.php?page=Berita&start=9&all=70&modul=Berita&lang=ind	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/index2232.html	(from http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind)
14:29:49	16358/16358	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202018%2007:29:48%20GMT	http://www.dispertapa-kotabandung.com/index.php?page=Berita&start=10&all=70&modul=Berita&lang=ind	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/index2391.html	(from http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind)
14:29:50	16163/16163	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202018%2007:29:49%20GMT	http://www.dispertapa-kotabandung.com/index.php?page=Berita&start=11&all=70&modul=Berita&lang=ind	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/index9b3e.html	(from http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind)
14:29:50	63505/63505	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Dec%202017%2007:54:04%20GMT	http://www.dispertapa-kotabandung.com/images/berita/ELLY%20WASLIYAH.jpg	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/images/berita/ELLY%20WASLIYAH.jpg	(from http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind)
14:29:51	16686/16686	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202018%2007:29:49%20GMT	http://www.dispertapa-kotabandung.com/index.php?page=Berita&start=12&all=70&modul=Berita&lang=ind	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/index9bad.html	(from http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind)
14:29:51	16463/16463	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202018%2007:29:50%20GMT	http://www.dispertapa-kotabandung.com/index.php?page=Berita&start=13&all=70&modul=Berita&lang=ind	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/indexd037.html	(from http://www.dispertapa-kotabandung.com/index.php?page=Berita&modul=Berita&lang=ind)
14:29:53	7543/7543	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Jul%202015%2015:47:02%20GMT	http://www.dispertapa-kotabandung.com/includes/jquery.cycle.lite.js?55ebbc14f147944fc22fb353e3387443	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/includes/jquery.cycle.litea31c.js	(from http://www.dispertapa-kotabandung.com/index.php?page=Artikel&modul=Artikel&lang=ind)
14:29:53	44865/44865	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jan%202018%2007:29:51%20GMT	http://www.dispertapa-kotabandung.com/index.php?page=Artikel&start=1&all=5&modul=Artikel&lang=ind	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/index8a52.html	(from http://www.dispertapa-kotabandung.com/index.php?page=Artikel&modul=Artikel&lang=ind)
14:30:25	208692/208692	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Jul%202015%2015:47:02%20GMT	http://www.dispertapa-kotabandung.com/includes/jquery-ui-1.8.13.custom.min.js?14b78bd563b38b3443a913e05b1cef47	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/includes/jquery-ui-1.8.13.custom.minfeaa.js	(from http://www.dispertapa-kotabandung.com/index.php?page=Artikel&modul=Artikel&lang=ind)
14:30:26	7543/7543	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Jul%202015%2015:47:02%20GMT	http://www.dispertapa-kotabandung.com/includes/jquery.cycle.lite.js?b17496b3bb7522145dc10dab81c12613	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/includes/jquery.cycle.lite4688.js	(from http://www.dispertapa-kotabandung.com/index.php?page=Gallery&modul=Gallery&lang=ind)
14:30:27	208692/208692	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Jul%202015%2015:47:02%20GMT	http://www.dispertapa-kotabandung.com/includes/jquery-ui-1.8.13.custom.min.js?b004be877ffad43ed41bb461d446cf46	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/includes/jquery-ui-1.8.13.custom.minb1ab.js	(from http://www.dispertapa-kotabandung.com/index.php?page=Gallery&modul=Gallery&lang=ind)
14:30:28	236202/236202	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Jul%202015%2015:46:56%20GMT	http://www.dispertapa-kotabandung.com/includes/jquery-1.6.2.js?0b1ba51a2eaa7898bbe4f8ea27e842bb	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/includes/jquery-1.6.2608a.js	(from http://www.dispertapa-kotabandung.com/index.php?page=Artikel&modul=Artikel&lang=ind)
14:30:28	12582/12582	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Jul%202015%2015:51:58%20GMT	http://www.dispertapa-kotabandung.com/images/galeri.png	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/images/galeri.png	(from http://www.dispertapa-kotabandung.com/index.php?page=Gallery&modul=Gallery&lang=ind)
14:30:31	236202/236202	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Jul%202015%2015:46:56%20GMT	http://www.dispertapa-kotabandung.com/includes/jquery-1.6.2.js?88db6036d7c9bce22e1918714e1afeb5	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/includes/jquery-1.6.292bb.js	(from http://www.dispertapa-kotabandung.com/index.php?page=Gallery&modul=Gallery&lang=ind)
14:30:47	119447/119447	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Oct%202017%2002:36:35%20GMT	http://www.dispertapa-kotabandung.com/images_content/Kegiatan%20vaksinasi%20rabies%20dan%20pengobatan%20di%20Kel.%20Babakan%20Asih%20Kec.%20Bojongloa%20Kaler%202.jpeg	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/images_content/Kegiatan%20vaksinasi%20rabies%20dan%20pengobatan%20di%20Kel.%20Babakan%20Asih%20Kec.%20Bojongloa%20Kaler%202.jpg	(from http://www.dispertapa-kotabandung.com/index.php?page=Gallery&modul=Gallery&lang=ind)
14:30:50	135067/135067	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Oct%202017%2002:13:09%20GMT	http://www.dispertapa-kotabandung.com/images_content/Aktivitas%20di%20UPT%20Pembibitan%20TPHP%20di%20Sekemala%204.jpeg	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/images_content/Aktivitas%20di%20UPT%20Pembibitan%20TPHP%20di%20Sekemala%204.jpg	(from http://www.dispertapa-kotabandung.com/index.php?page=Gallery&modul=Gallery&lang=ind)
14:30:52	130421/130421	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Oct%202017%2002:09:20%20GMT	http://www.dispertapa-kotabandung.com/images_content/Menindaklanjuti%20laporan%20kematian%20unggas%20di%20lapas%20Sukamiskin%20dan%20pengobatan%20yang%20sakit%20(indikasi%20pullorum)%20Tgl%2019%20Oktober%202017.jpeg	C:/My%20Web%20Sites/kp/www.dispertapa-kotabandung.com/images_content/Menindaklanjuti%20laporan%20kematian%20unggas%20di%20lapas%20Sukamiskin%20dan%20pengobatan%20yang%20sakit%20(indikasi%20pullorum)%20Tgl%2019%20Oktober%202017.jpg	(from http://www.dispertapa-kotabandung.com/index.php?page=Gallery&modul=Gallery&lang=ind)
